age,home_owner,income,months_employed,years_employed,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month
23,1,3790,0,1,7,3,1,600,34950,0.531326891,0.889993715,0.554317682,0.430286,0.630286,10
32,0,2735,0,2,2,3,1,500,53300,0.619643697,0.845214581,0.534236753,0.434149,0.734149,6
27,0,3690,0,6,6,1,1,800,74050,0.632511765,0.857593374,0.562935163,0.695945,0.495945,6
29,0,3280,9,1,5,2,1,800,47350,0.703026891,0.869859939,0.757339747,0.667219,0.367219,3
30,0,3785,0,5,1,6,1,800,44000,0.686032773,0.873294128,0.710697878,0.713387,0.813387,4
49,1,3005,0,3,2,4,1,2400,42950,0.614964706,0.817135033,0.801851847,0.713756,0.413756,4
24,0,2130,0,5,7,4,1,500,52750,0.726694958,0.905896481,0.815504962,0.683262,0.483262,6
42,0,4115,0,1,1,8,1,800,64400,0.727647059,0.858637098,0.576215205,0.701517,0.701517,4
22,0,3595,0,3,1,3,1,600,46550,0.682560504,0.877637368,0.784401256,0.668395,0.368395,11
42,0,1595,5,0,7,2,1,700,32100,0.688927731,0.848592656,0.669113891,0.736949,0.536949,6
55,0,5250,0,3,6,3,1,400,66150,0.438112605,0.857447477,0.498171855,0.46417,0.36417,9
49,1,5225,0,6,6,4,1,2400,49500,0.61179916,0.867592925,0.612518835,0.712976,0.612976,12
52,1,4530,0,1,8,2,1,1200,62650,0.671056303,0.911451787,0.878700678,0.511031,0.611031,7
37,1,2650,0,10,2,2,1,900,65800,0.74314958,0.919341444,0.733463909,0.451037,0.751037,4
33,1,2465,0,6,2,2,1,550,34100,0.524321008,0.851959508,0.56094059,0.650429,0.450429,6
36,0,3575,0,3,3,3,1,700,60300,0.64172437,0.838525768,0.602968671,0.647797,0.647797,4
50,1,3595,5,3,4,2,1,1000,47600,0.594488235,0.80475624,0.83216919,0.42772,0.62772,2
52,0,3325,0,3,4,2,1,1900,74100,0.561696639,0.882182618,0.86967932,0.501132,0.701132,15
35,0,3620,0,7,2,6,1,400,43450,0.747152101,0.919330221,0.889801321,0.423924,0.323924,12
38,0,5650,0,6,5,2,1,700,44150,0.604879832,0.970831837,0.542335696,0.324373,0.324373,23
35,1,5220,1,5,8,3,1,900,62350,0.669209244,0.881060334,0.648169588,0.535607,0.735607,6
40,0,2615,0,4,1,0,1,1000,60400,0.760641176,0.997777878,0.918615248,0.58155,0.68155,4
42,0,4600,0,6,6,4,1,2800,34250,0.358858824,0.817179925,0.635593764,0.276343,0.376343,11
48,1,2095,0,3,4,6,1,1200,47100,0.748635294,0.855191686,0.598294131,0.861058,0.761058,3
39,0,3285,0,1,2,1,1,1000,68700,0.572105042,0.898994433,0.546822844,0.583027,0.583027,5
32,0,1770,0,10,6,2,1,400,62700,0.634258824,0.897928264,0.668361755,0.622431,0.322431,5
29,0,3130,0,4,2,7,1,900,66100,0.689041176,0.800356886,0.700385309,0.449129,0.449129,5
40,0,3225,0,1,1,3,1,700,65350,0.794780672,0.918230382,0.947370132,0.864226,0.564226,6
37,0,3200,0,5,6,3,1,900,50900,0.687989076,0.8731819,0.906512611,0.803342,0.503342,10
51,1,3170,0,5,6,4,1,800,91050,0.794346218,0.96080984,0.764600987,0.843793,0.843793,4
24,0,5085,0,1,2,3,0,1200,70700,0.716607563,0.901239002,0.676425615,0.813615,0.913615,4
32,0,2525,7,2,4,5,1,900,75750,0.804596639,0.853126683,0.524615568,0.807424,0.507424,5
26,0,2090,0,5,6,4,1,400,37400,0.596073109,0.958497935,0.702951472,0.520234,0.520234,5
43,0,3060,0,5,4,2,1,2400,68150,0.802108403,0.887805261,0.762209381,0.567634,0.767634,2
43,1,6015,7,6,2,3,0,1800,71850,0.585234454,0.820445771,0.719600298,0.655848,0.455848,6
54,1,3775,0,10,2,2,1,1000,60850,0.649162185,0.90233884,0.745368885,0.401527,0.601527,7
46,1,3085,6,0,3,2,1,600,49750,0.679581513,0.902350063,0.773393025,0.643066,0.743066,6
38,0,3005,0,3,9,1,1,600,33550,0.355115966,0.863047675,0.656219757,0.347077,0.647077,4
54,1,3745,0,5,7,3,1,800,71400,0.756070588,0.960720057,0.672556263,0.33924,0.53924,9
49,1,8767,1,11,2,6,1,700,69250,0.835351261,0.967599659,0.747351479,0.706894,0.706894,7
49,0,2435,1,6,3,5,1,600,33550,0.65537563,0.869837493,0.624653987,0.413948,0.613948,4
53,1,5632,0,1,2,4,0,400,45350,0.719843697,0.850758664,0.812855799,0.677844,0.577844,8
54,1,2165,0,7,2,2,1,500,33750,0.759994118,0.850769887,0.773775511,0.463735,0.763735,10
39,0,5978,0,2,4,3,1,900,85650,0.839447899,0.919318998,0.801345289,0.843809,0.843809,6
52,1,3615,3,5,2,4,0,900,77250,0.658371429,0.847369366,0.871996481,0.648779,0.748779,2
48,1,3650,0,6,4,3,1,600,68550,0.684305042,0.91146301,0.690031668,0.511547,0.611547,6
48,1,3660,0,9,9,3,1,400,87150,0.718166387,0.909061322,0.537525959,0.670881,0.770881,2
46,1,2000,0,3,2,8,1,700,56650,0.608981513,0.855393697,0.88799414,0.525668,0.525668,14
50,1,3575,0,3,2,3,1,1100,30750,0.721827731,0.822690339,0.833770154,0.67774,0.47774,15
40,0,5535,0,3,0,0,1,2900,86100,0.685043697,0.855270246,0.817258236,0.66076,0.56076,5
53,0,3075,6,0,5,3,1,1150,72250,0.618398319,0.930407165,0.880918582,0.80142,0.70142,7
29,0,6630,0,2,2,2,1,900,75950,0.70399916,0.970775723,0.782173939,0.90701,0.80701,3
29,0,3630,0,3,2,7,1,2700,73350,0.672345378,0.881183785,0.599209701,0.733912,0.633912,3
42,1,2945,0,2,2,4,0,500,44400,0.547527731,0.868861106,0.574541509,0.380469,0.380469,5
45,1,3645,2,6,3,4,1,400,64950,0.780085714,0.932685401,0.626396137,0.743755,0.543755,3
74,1,5145,0,7,2,8,1,3200,85450,0.611389076,0.913662686,0.604502893,0.508249,0.708249,2
61,0,5015,0,6,5,3,1,2400,75800,0.679559664,0.839625606,0.571319901,0.369153,0.369153,5
44,0,3705,0,4,2,4,1,600,46050,0.788468908,0.856381307,0.793539841,0.580303,0.580303,14
39,1,4780,0,10,1,4,1,1200,62250,0.752798319,0.957521548,0.616188816,0.62016,0.72016,7
32,1,3260,0,1,1,4,0,750,52700,0.505944538,0.850758664,0.566869547,0.409914,0.609914,5
38,1,5220,0,1,9,3,1,1100,34100,0.432970588,0.849647603,0.612450382,0.723048,0.723048,7
54,1,3005,0,2,7,3,1,700,66950,0.706942017,0.890061052,0.660309018,0.629831,0.629831,11
27,0,3475,3,3,0,1,1,500,32800,0.567398319,0.694738732,0.656275376,0.406778,0.506778,26
50,1,2075,2,6,9,3,1,500,67000,0.452096639,0.914740079,0.497155316,0.528565,0.628565,3
28,0,3145,0,4,5,2,1,900,57600,0.792866387,0.907995152,0.933056438,0.744253,0.544253,2
48,0,3085,0,3,6,3,1,500,56050,0.721935294,0.861947836,0.58719092,0.640214,0.540214,7
49,1,2000,0,7,2,8,1,700,69950,0.805018487,0.933953582,0.673668637,0.687705,0.887705,3
40,1,3977,0,5,3,3,1,900,68100,0.723131092,0.85070255,0.689419007,0.632835,0.532835,5
34,1,3085,0,3,2,7,0,900,47850,0.728210924,0.907939038,0.735254832,0.518819,0.418819,9
49,0,2738,0,3,1,2,1,800,58850,0.73467563,0.888972437,0.767023397,0.433875,0.433875,3
38,1,2545,0,6,1,8,1,900,32750,0.560626891,0.823756509,0.657102812,0.523813,0.323813,5
57,0,5715,6,7,2,3,1,1200,83350,0.59127563,0.875516251,0.617816306,0.410482,0.710482,6
38,1,4140,0,4,2,4,0,900,78450,0.708152101,0.958497935,0.858892708,0.607038,0.707038,4
38,1,3105,0,2,6,4,1,600,74800,0.720368908,0.85070255,0.649853552,0.523256,0.423256,5
37,0,1640,0,4,2,4,1,450,37250,0.676889076,0.843014904,0.609968931,0.739942,0.539942,3
36,0,6040,0,6,6,4,1,400,76450,0.802822689,0.94500808,0.77792638,0.630902,0.830902,3
35,1,2720,0,3,1,4,0,1100,75300,0.804120168,0.851824834,0.889431671,0.683368,0.883368,5
21,1,5180,0,1,3,2,1,400,58950,0.742715126,0.751010056,0.568354139,0.471036,0.571036,12
45,1,3060,0,3,6,3,1,899,35750,0.530283193,0.919195547,0.69608042,0.766203,0.766203,6
41,0,7505,4,1,5,2,1,1600,88800,0.624272269,0.744186569,0.61186339,0.511121,0.411121,7
26,0,2135,3,1,6,8,1,400,45400,0.58882605,0.863193572,0.715934596,0.511043,0.411043,13
38,1,1730,0,1,3,8,1,1200,49200,0.779463025,0.96187601,0.964010402,0.477944,0.577944,5
72,0,5185,0,2,2,3,0,800,77250,0.846139496,0.939441551,0.833339751,0.872088,0.572088,6
66,0,3675,0,6,1,3,1,1250,53950,0.785198319,0.873305351,0.698856222,0.476312,0.776312,9
66,1,4550,0,4,2,5,1,400,48550,0.73202521,0.844081074,0.638975383,0.480128,0.680128,7
41,0,5115,0,2,2,2,1,600,61150,0.788273109,0.978710271,0.85604674,0.673204,0.773204,5
28,0,3760,0,6,5,4,1,700,54600,0.72692605,0.853048124,0.772758116,0.582575,0.582575,2
59,0,1595,5,0,1,3,1,700,50850,0.705621008,0.905773029,0.900743665,0.49281,0.79281,5
57,0,5010,0,4,4,2,1,600,65450,0.772531092,0.859826719,0.787315677,0.466106,0.766106,2
31,0,6783,7,3,3,14,0,1350,54250,0.823920168,0.901205333,0.822476985,0.713942,0.513942,5
59,1,3585,0,3,4,3,1,700,73700,0.8275,0.965209194,0.722507874,0.668617,0.568617,3
39,0,3145,0,6,2,4,1,2900,51150,0.750490756,0.95519842,0.898558277,0.592302,0.492302,8
55,0,1615,0,4,2,4,1,600,89700,0.715947899,0.729563207,0.624299739,0.435036,0.435036,2
44,0,2785,8,5,2,1,1,1100,58850,0.713194118,0.793510953,0.538803478,0.685031,0.485031,6
50,1,3140,5,0,3,3,1,600,61450,0.778103361,0.872160621,0.772397878,0.543117,0.743117,8
58,1,8305,0,3,5,3,1,3000,93650,0.730930252,0.893506464,0.893950479,0.760496,0.760496,2
50,0,2650,0,5,1,4,1,700,51000,0.661411765,0.845192135,0.585216027,0.763271,0.463271,4
37,1,5295,0,3,2,2,0,2400,90700,0.680759664,0.940485276,0.885352678,0.541707,0.841707,5
55,0,2685,0,3,7,1,1,800,59050,0.45597479,0.850769887,0.632527889,0.224631,0.224631,7
50,0,3030,0,2,2,3,1,700,38550,0.609373109,0.881037888,0.576317886,0.555894,0.455894,19
39,1,3420,0,2,2,2,1,1000,50250,0.732712605,0.883361016,0.565333614,0.524634,0.624634,6
62,1,3585,0,6,7,3,1,600,74350,0.734619328,0.961943347,0.660307306,0.55343,0.85343,6
32,1,5050,6,0,3,2,1,800,30700,0.727439496,0.79906626,0.572588864,0.51329,0.61329,10
24,1,1670,0,1,2,7,1,550,38000,0.641368067,0.778865146,0.664074834,0.481538,0.681538,13
49,1,5130,4,2,5,4,1,1000,66900,0.745339496,0.82154561,0.794309091,0.506787,0.706787,8
30,1,3200,0,3,3,2,1,600,64900,0.726341176,0.881049111,0.660305595,0.737729,0.437729,6
39,1,2690,3,10,2,7,1,1000,52750,0.513984034,0.849658826,0.657195224,0.359492,0.459492,9
39,1,5180,5,0,2,4,0,850,52800,0.643078992,0.946164033,0.866230958,0.737209,0.637209,5
33,0,3120,6,0,6,2,1,400,51600,0.767216807,0.783410397,0.662427664,0.655707,0.355707,14
31,0,3470,0,2,4,3,1,700,83250,0.693654622,0.84857021,0.863815394,0.887859,0.687859,4
54,0,1515,0,3,1,3,1,550,54100,0.686909244,0.906872868,0.833465535,0.810096,0.510096,3
34,1,5140,0,5,6,4,1,1100,64700,0.706907563,0.900240169,0.857243827,0.73698,0.73698,10
35,1,3285,0,1,2,4,0,600,75900,0.849477311,0.901250224,0.752521454,0.571053,0.671053,3
49,1,2440,0,8,3,7,1,1000,58950,0.504615966,0.927073981,0.622581548,0.788572,0.688572,2
45,1,8461,0,4,5,2,0,1700,85850,0.667610924,0.955097414,0.686909318,0.670058,0.770058,4
42,0,3620,0,3,2,4,1,1200,74800,0.64992437,0.775554408,0.478205586,0.545898,0.645898,5
35,1,4125,0,6,5,3,1,600,43650,0.201940336,0.896873317,0.616561034,0.442882,0.442882,6
37,1,3195,0,1,2,4,1,600,57250,0.719311765,0.91245062,0.81594649,0.725872,0.725872,6
49,0,3165,0,3,1,3,0,600,39600,0.615751261,0.860892889,0.673162079,0.726119,0.526119,3
39,1,2185,0,5,2,4,0,800,49700,0.683347059,0.961943347,0.786592634,0.674149,0.774149,12
37,1,5125,0,2,1,3,0,500,81650,0.815705882,0.957454211,0.684813776,0.778102,0.678102,7
34,0,2463,3,5,6,5,1,1600,77550,0.79732521,0.914740079,0.914984628,0.58193,0.68193,5
29,1,1520,0,4,2,3,1,900,48450,0.690212605,0.79906626,0.692233315,0.612989,0.612989,8
40,1,6130,0,6,2,6,1,2700,87550,0.731228571,0.987811995,0.848293489,0.882167,0.682167,7
45,1,6245,0,3,2,4,1,2200,93100,0.899894118,0.793567068,0.570667023,0.319823,0.419823,10
45,1,4275,0,2,5,2,1,600,42300,0.600210924,0.886682977,0.95585584,0.568886,0.668886,2
38,0,4705,0,6,1,1,1,700,57600,0.607039496,0.859680822,0.588682358,0.339408,0.539408,12
58,1,2585,0,4,2,5,0,1200,60750,0.790715966,0.838368648,0.554192754,0.443266,0.643266,2
50,1,3003,2,1,4,2,1,700,62600,0.69997563,0.950686838,0.796171891,0.673865,0.773865,4
38,0,3215,6,1,2,3,0,700,52550,0.77325042,0.884528192,0.840586444,0.611738,0.511738,3
30,0,6060,0,2,1,3,1,800,46850,0.770614286,0.891250673,0.619906715,0.649797,0.649797,5
31,0,2085,0,2,2,3,1,900,50550,0.495835294,0.902507183,0.640820214,0.548653,0.348653,11
53,1,2595,2,5,9,6,1,400,47400,0.641015126,0.854192853,0.615725897,0.567662,0.767662,14
44,1,4570,0,5,0,0,1,850,88750,0.691497479,0.956208475,0.851598097,0.584326,0.784326,5
56,0,4220,5,3,7,5,1,401,73100,0.708510924,0.852015622,0.743607055,0.49886,0.69886,4
32,1,7332,2,11,2,7,1,550,39250,0.733472269,0.932786407,0.534918724,0.459277,0.359277,7
39,1,5130,0,3,2,4,0,1700,90750,0.629128571,0.868681541,0.658776508,0.564633,0.664633,6
29,1,1800,0,3,1,3,1,400,49200,0.711979832,0.862048842,0.801188701,0.782995,0.582995,6
34,1,3050,0,3,2,3,0,500,47800,0.757168908,0.885583139,0.665671519,0.63504,0.73504,6
27,0,3085,0,1,2,4,0,400,65700,0.685887395,0.771031604,0.716644804,0.759719,0.659719,8
42,0,6105,1,0,5,2,1,1400,77850,0.787837815,0.921608458,0.907467542,0.632989,0.532989,4
35,0,3420,2,0,2,10,1,1300,86800,0.703310084,0.960742503,0.890282209,0.816588,0.616588,3
50,0,3280,0,6,2,2,1,400,55600,0.71997395,0.906906536,0.869797402,0.823456,0.523456,8
47,1,3295,0,2,6,4,1,500,81450,0.65232437,0.843026127,0.450649498,0.798303,0.698303,9
51,1,3605,3,2,3,3,1,600,46100,0.638660504,0.854058179,0.749681476,0.585649,0.785649,4
42,0,6170,0,5,2,7,1,3400,66750,0.778861345,0.8596696,0.666171232,0.78335,0.68335,6
75,0,7105,0,2,4,8,1,5200,79850,0.745494958,0.970932843,0.932597797,0.831564,0.531564,6
63,1,3030,0,4,1,2,1,700,77350,0.796482353,0.942931855,0.734253695,0.654719,0.754719,5
43,0,6025,0,3,2,5,1,900,48850,0.608808403,0.869781379,0.802778541,0.73662,0.43662,4
47,0,2110,0,2,3,3,1,1200,37900,0.588589916,0.876537529,0.748264482,0.471203,0.771203,10
36,0,4535,0,6,2,2,1,1000,50150,0.746786555,0.971999012,0.838002312,0.576549,0.676549,13
38,1,2440,0,3,3,3,1,700,59250,0.767077311,0.905829143,0.745886567,0.854294,0.554294,5
28,1,3240,0,2,2,4,0,550,41600,0.769618487,0.96179745,0.827018896,0.666756,0.666756,4
30,0,3660,2,7,2,3,1,900,63450,0.7342,0.864327078,0.719932299,0.662653,0.462653,2
29,1,3650,0,3,5,2,1,1700,73450,0.693540336,0.872126953,0.768791217,0.576756,0.776756,2
44,1,5130,3,1,6,3,1,600,43450,0.451576471,0.909151104,0.546047605,0.510652,0.710652,7
45,0,2580,0,10,2,2,0,400,75050,0.685462185,0.891295565,0.795486497,0.76338,0.76338,5
66,0,2120,9,1,5,2,0,1000,89800,0.637386555,0.888860208,0.909075351,0.545409,0.745409,5
47,0,6110,1,6,8,3,1,400,78950,0.786502521,0.90119411,0.81447131,0.697793,0.397793,6
30,0,3130,6,1,2,3,1,700,52300,0.730576471,0.844114742,0.543343678,0.433525,0.433525,5
37,0,5085,0,4,2,4,0,2900,83900,0.585068067,0.841858951,0.743742251,0.673316,0.673316,7
48,1,2295,0,1,9,2,1,800,53750,0.71730084,0.872149398,0.634866442,0.379704,0.679704,6
46,1,1655,0,4,3,2,1,400,54750,0.811834454,0.841780391,0.695810027,0.422924,0.722924,10
61,0,4705,1,3,5,2,1,1400,70000,0.647841176,0.939441551,0.799953965,0.81194,0.91194,6
40,0,3075,0,3,7,3,1,1100,60250,0.789915126,0.893461573,0.735461905,0.635255,0.435255,5
45,0,3135,0,5,3,1,1,800,53750,0.68737563,0.862026396,0.610806634,0.496729,0.596729,6
52,1,5290,0,3,1,1,1,800,66950,0.613189076,0.843957623,0.590712014,0.40223,0.30223,8
40,0,2790,0,2,2,3,0,2700,47100,0.768876471,0.869848716,0.677388247,0.674361,0.874361,7
50,1,3327,2,0,3,2,1,700,73550,0.657409244,0.855348806,0.657116502,0.593865,0.493865,5
51,0,6210,0,2,4,3,1,2100,82600,0.463991597,0.81720237,0.541050475,0.685328,0.385328,6
51,0,3070,0,3,2,4,0,700,43050,0.642526891,0.921428892,0.750241941,0.761882,0.561882,4
54,0,2785,0,1,2,3,1,600,43000,0.791610084,0.800267104,0.783622594,0.668391,0.368391,6
55,1,3245,0,4,6,3,1,700,55250,0.66385042,0.838435985,0.679914193,0.582247,0.682247,6
57,1,3550,0,2,2,4,1,800,47100,0.695005042,0.901250224,0.700906414,0.828667,0.828667,7
42,1,8235,6,2,5,1,0,1650,66900,0.683976471,0.955097414,0.800962803,0.676041,0.476041,7
29,1,3730,0,3,2,2,0,900,89700,0.796053782,0.940642395,0.781669948,0.563678,0.763678,4
29,1,2425,0,6,2,4,0,500,33250,0.607987395,0.820569222,0.522678324,0.403691,0.603691,9
24,1,3165,3,3,5,3,1,600,30650,0.798823529,0.915884809,0.890820428,0.605454,0.505454,4
49,0,5205,5,1,6,3,1,600,41550,0.77972521,0.956287035,0.898026904,0.756688,0.556688,2
36,0,4755,0,3,1,4,1,1100,63950,0.74414958,0.849602711,0.783173365,0.469597,0.569597,8
38,0,2220,0,3,1,4,0,600,69900,0.660707563,0.87780571,0.731349541,0.649069,0.849069,5
26,0,1965,8,7,3,3,1,800,56550,0.584368908,0.848502873,0.657822432,0.721679,0.521679,11
41,1,2780,2,6,4,8,1,1100,43600,0.420426891,0.882294846,0.72092488,0.231166,0.231166,12
35,1,3550,0,5,2,5,1,900,51400,0.692515126,0.945120309,0.911152069,0.718434,0.818434,12
44,0,2200,0,6,6,4,1,800,41450,0.725264706,0.916962201,0.840044803,0.713209,0.713209,9
50,0,4220,0,6,2,3,0,800,42550,0.721905882,0.89467364,0.670126152,0.608029,0.708029,5
36,1,2570,0,2,2,3,1,600,41050,0.564448739,0.900150386,0.570204959,0.427706,0.327706,6
28,0,1680,5,0,4,2,1,1200,77800,0.62517395,0.879949273,0.768075874,0.668811,0.768811,4
45,1,6665,0,3,3,2,1,700,57550,0.701468908,0.881049111,0.779091806,0.600439,0.700439,7
43,0,3665,0,1,6,3,1,700,73800,0.798388235,0.905694469,0.639677035,0.840089,0.540089,4
31,1,1655,0,5,5,2,1,650,76200,0.646815126,0.881138894,0.674186319,0.497984,0.597984,6
46,0,2800,2,1,2,4,0,800,67050,0.814304202,0.946242593,0.823840071,0.764442,0.664442,3
22,0,3780,0,2,2,3,0,600,37900,0.612658824,0.756453133,0.678062517,0.776658,0.776658,3
63,1,4205,4,8,1,3,1,700,66550,0.817762185,0.955265757,0.791919197,0.649437,0.549437,12
25,0,2280,2,2,5,4,1,1000,72650,0.786160504,0.855315137,0.511746249,0.706156,0.406156,7
40,0,1635,0,1,2,3,1,600,90450,0.656915126,0.864181182,0.747453304,0.471626,0.671626,3
31,0,5200,0,2,6,3,1,900,54300,0.730911765,0.893495242,0.926985439,0.720573,0.620573,8
42,0,9195,0,3,1,4,0,900,50100,0.696738655,0.940530167,0.631270905,0.51968,0.71968,7
38,1,3220,5,0,1,4,0,400,91300,0.686305882,0.925951697,0.740361488,0.825401,0.925401,5
49,1,6120,2,6,3,4,1,3300,79950,0.830314286,0.90348357,0.684757301,0.695973,0.695973,6
36,0,6205,0,3,2,4,1,3600,37900,0.624707563,0.858625875,0.773851666,0.607032,0.507032,10
33,0,2240,0,2,3,2,1,400,50600,0.681552101,0.921608458,0.735147017,0.766877,0.766877,2
23,0,2765,0,2,2,7,1,400,46650,0.616036975,0.821523164,0.536316038,0.298852,0.498852,11
41,1,6290,0,4,6,3,1,800,56050,0.662159664,0.843014904,0.79456836,0.554933,0.554933,4
28,0,7050,0,2,5,2,1,3100,58050,0.771598319,0.94500808,0.713851032,0.767988,0.867988,7
33,0,1990,0,6,6,4,1,800,54900,0.70257479,0.967442539,0.876327042,0.582196,0.482196,4
23,1,3575,5,2,9,2,1,400,53750,0.865296639,0.835158915,0.771158008,0.627151,0.727151,6
53,0,4275,6,2,3,3,1,1600,72700,0.676854622,0.866582869,0.728850977,0.50056,0.60056,6
58,1,3711,0,3,5,1,0,400,85650,0.844513445,0.915806249,0.580149589,0.699162,0.799162,3
49,1,3280,3,0,5,1,0,1050,85300,0.751180672,0.945131532,0.853682516,0.528855,0.628855,6
40,1,2605,0,9,6,1,1,600,31550,0.477864706,0.892328066,0.696940371,0.681654,0.581654,14
41,0,1995,6,1,2,3,1,400,73800,0.751851261,0.864181182,0.779047311,0.805851,0.505851,9
36,1,3825,0,6,1,6,1,700,48300,0.711245378,0.895728587,0.700707898,0.578607,0.578607,11
44,1,2200,0,4,2,4,0,800,81500,0.736305882,0.850882115,0.583403712,0.858216,0.758216,4
43,1,3295,6,0,2,1,1,600,69750,0.775688235,0.865337134,0.593868591,0.489419,0.489419,7
33,0,4145,5,1,1,5,1,1200,66000,0.667671429,0.867559257,0.605723082,0.817222,0.517222,7
27,1,3882,0,2,1,3,1,400,41300,0.775331933,0.839591938,0.585430801,0.625731,0.725731,9
43,0,1650,0,1,2,2,1,900,72150,0.680447059,0.849737386,0.860706734,0.661126,0.461126,7
37,0,4395,8,2,1,2,0,1200,50450,0.603047899,0.865382025,0.696812875,0.712425,0.412425,10
42,0,6585,0,3,5,1,1,700,64350,0.629678992,0.822746454,0.699353368,0.470983,0.770983,7
44,1,3845,0,5,2,4,0,500,48750,0.726954622,0.789044263,0.589328391,0.450822,0.350822,13
35,0,3185,0,2,7,3,1,800,50550,0.702957143,0.732997396,0.650846132,0.587006,0.687006,4
40,1,3160,0,2,3,2,1,700,54650,0.647988235,0.940676064,0.860170228,0.74954,0.74954,4
39,1,3215,0,2,6,3,1,1200,69350,0.729753782,0.841870174,0.491776556,0.751536,0.451536,4
39,1,4675,0,3,6,4,1,900,50050,0.697012605,0.956242144,0.782713869,0.492723,0.492723,5
31,0,1754,0,1,6,5,1,400,56950,0.709372269,0.878961663,0.700421248,0.591895,0.591895,8
24,0,3290,0,2,6,1,1,600,39250,0.702954622,0.852947118,0.649208374,0.526425,0.726425,6
35,1,2710,0,1,2,8,1,1600,69250,0.817458824,0.809279045,0.7813987,0.544785,0.444785,5
47,1,1545,0,4,2,2,0,900,61750,0.593463866,0.877749596,0.68317174,0.565462,0.565462,7
36,0,3450,0,6,6,4,1,800,51800,0.642638655,0.901239002,0.819489831,0.607559,0.507559,3
24,1,2160,0,3,0,1,1,700,59400,0.718260504,0.914829862,0.790894957,0.712333,0.712333,8
31,0,2725,0,2,6,3,1,400,61350,0.80900084,0.814969025,0.541934385,0.660184,0.560184,5
37,0,4550,0,4,7,1,1,550,61500,0.702107563,0.888860208,0.9197242,0.56097,0.66097,2
38,1,4085,0,5,5,3,1,500,33800,0.620861345,0.813857964,0.673300698,0.409659,0.609659,4
22,0,2015,0,2,3,3,1,450,35800,0.797664706,0.848558987,0.78019648,0.553147,0.553147,13
61,1,1570,0,2,3,3,1,900,61350,0.67950084,0.960697612,0.83770026,0.926215,0.826215,7
44,1,3770,4,4,6,8,1,900,33900,0.698120168,0.848547764,0.706866175,0.608131,0.708131,9
49,1,3361,0,2,1,3,1,600,57450,0.750852101,0.936007362,0.910130396,0.52139,0.62139,4
67,0,6185,0,3,3,3,1,1800,61200,0.82339916,0.94508664,0.877483911,0.739986,0.839986,7
44,0,5963,0,3,2,3,0,2200,66750,0.800191597,0.906940205,0.74688856,0.781411,0.481411,7
24,0,2165,0,3,1,4,1,550,44550,0.825728571,0.844137188,0.610621809,0.809492,0.509492,10
61,1,5276,0,2,2,3,0,1150,64000,0.774583193,0.957375651,0.815520365,0.54598,0.54598,6
28,1,5155,0,4,4,3,1,400,37550,0.639559664,0.928274825,0.824358609,0.444829,0.644829,4
42,1,5260,0,5,5,3,1,1450,76550,0.721128571,0.956287035,0.7279645,0.868009,0.668009,5
34,0,5190,0,1,1,2,0,1050,78250,0.698809244,0.841881397,0.785358754,0.683578,0.683578,2
49,1,2002,1,3,5,1,0,1600,74000,0.808343697,0.894538966,0.715242356,0.520508,0.720508,3
60,1,6775,0,6,2,3,0,3200,90550,0.693057983,0.926052702,0.722759442,0.844933,0.644933,7
32,1,4035,5,5,1,1,1,1350,82900,0.707622689,0.74316529,0.669534882,0.703798,0.703798,5
50,1,3600,0,9,6,1,1,1450,61250,0.681973109,0.875381577,0.852379327,0.589942,0.689942,7
52,1,6565,5,1,3,3,1,1200,71700,0.687323529,0.89672742,0.742921661,0.771243,0.671243,11
66,1,3240,0,3,3,1,0,800,79200,0.682605882,0.87887188,0.552029613,0.756476,0.456476,5
51,1,4040,0,3,2,4,1,700,72400,0.762172269,0.969653439,0.726247165,0.5327,0.6327,6
32,0,1610,6,1,1,8,1,600,60950,0.798139496,0.920373945,0.728357254,0.605487,0.605487,8
28,0,3060,10,1,5,2,1,800,51450,0.654077311,0.766587359,0.678668334,0.69187,0.69187,3
44,0,5482,0,3,1,3,1,600,39300,0.748069748,0.85418163,0.733742003,0.587807,0.487807,28
46,0,2312,0,2,1,3,0,400,43900,0.788037815,0.960720057,0.798335888,0.798752,0.898752,7
51,1,5080,1,3,5,3,1,1600,92300,0.84982521,0.960798617,0.873733497,0.798299,0.898299,5
33,1,3185,0,4,2,4,0,900,49100,0.615519328,0.85860343,0.754689729,0.699924,0.499924,3
47,0,6500,0,3,6,3,1,700,56400,0.796741176,0.937286766,0.87584872,0.638492,0.538492,2
31,0,7010,9,4,6,1,1,800,49050,0.617406723,0.859781828,0.73466014,0.677269,0.477269,6
52,1,3230,6,6,6,6,1,700,37700,0.826178151,0.887771593,0.744353201,0.683729,0.783729,10
30,1,3105,5,6,10,5,1,2400,71150,0.768452941,0.844047405,0.562894091,0.3644,0.5644,4
29,0,5652,5,0,2,3,0,700,64700,0.716582353,0.829547495,0.789791994,0.597132,0.597132,7
53,1,6275,0,2,2,4,1,800,84000,0.794783193,0.835091578,0.63380113,0.625637,0.625637,4
39,1,3760,0,4,5,2,1,800,57850,0.701451261,0.914672742,0.718380964,0.655308,0.455308,8
